Kode;Nama_bahan;Sumber;Air;ENERGI;PROTEIN;LEMAK;KH;SERAT;ABU;KALSIUM;FOSFOR;BESI;NATRIUM;KALIUM;TEMBAGA;SENG;RETINOL;B-KAR;KAR -TOTAL;THIAMIN;RIBOFLAVIN;NIASIN;VIT_C;BDD
GP023;"ikan mujahir
dendeng mentah";KZGPI- 1990;15.2;582;68.3;15.2;37.2;0;14.1;3258;1699;4.3;0;0;0;0;15;0;20;0.27;0;0;0;100
GP024;ikan papuyu bakar;KZGMI-2001;66.6;152;17.6;6.1;6.7;0;3;244;227;3.4;320;224;0.2;1;0;0;0;0;0;0;0;0
GP025;ikan patin bakar;KZGMI-2001;70.3;144;17.5;6.3;4.3;0;1.6;191;232;1.4;379;230;0.1;0.7;0;0;0;0;0;0;0;0
GP026;"ikan peda banjar
mentah";DABM- 1964;46;156;28;4;2;0;20;174;316;3.1;59;368.8;0;0.5;33;4;0;0.1;0.1;4.7;0;90
GP027;ikan pepetek mentah;"DABM-
60/64";33;176;32;4.4;2;0;28.6;120;200;1;79;1;0;0;15;0;0;0.05;0.1;2.4;0;0
GP028;"ikan pindang banjar
mentah";DABM- 60/64;59;157;28;4.2;1.8;0;7;50;100;1;0;0;0;0;45;0;0;0.1;0;0;0;0
GP029;"ikan pindang benggol
mentah";DABM- 60/64;57;170;31;4.2;0;0;7.8;50;100;1;0;0;0;0;45;0;0;0.1;0;0;0;0
GP030;"ikan pindang layang
mentah";DABM- 60/64;60;153;30;2.8;0;0;7.2;60;200;3;0;0;0;0;61;0;0;0.07;0;0;0;0
GP031;"ikan pindang selar
mentah";DABM- 60/64;60;142;27;3;0;0;10;60;200;3;0;0;0;0;61;0;0;0.07;0;0;0;0
GP032;ikan sale mentah;BKP;8.5;534;40.2;39.3;4.9;2;7.1;199;1244;2.7;673;673;0.3;2.6;0;410;0;0.02;0.5;0;0;100
GP033;ikan sale lais mentah;KZGPI- 1990;12.4;415;61.3;17.6;2.9;0;5.8;258;919;7;381;488;17.6;1;0;0;0;0.03;0.1;17.3;0;0
GP034;"ikan saluang kering
mentah";KZGMI-2001;33.6;284;34.1;9.9;14.6;0;7.8;1426;1103;9.5;1767;263;1.3;18.7;0;0;0;0.49;0.03;0;0;0
GP035;ikan sanggang masakan;KZGMI-2001;42.6;240;21.7;7.7;20.7;0;7.3;159;362;9.8;2041;159;1.5;8.8;0;0;0;0.51;0.02;0;0;0
GP036;"ikan selar kuning cue
mentah";DABM- 1964;59;138;27;3.3;0;0;0.7;50;100;2;0;0;0;0;45;0;0;0.1;0;0;0;90
GP037;"ikan selar kering
mentah";DABM- 60/64;43;194;38;3.5;0;0;15.5;20;200;1;0;0;0;0;0;0;0;0.01;0;0;0;0
GP038;"ikan sepat kering
mentah";DABM- 60/64;30;289;38;14;0;0;18;40;100;0.7;0;0;0;0;0;0;0;0;0;0;0;0
GP039;"ikan sunu asin
mentah";KZGMI-2001;34.7;199;34.1;3.8;7.1;0;20.3;94;92;2.2;377;57;0.1;3.2;2481;0;0;1.5;0.13;7.2;0;0
GP040;ikan tepung mentah;KZGPI- 1990;4.3;316;60.1;6.5;22.4;0;6.7;3196;1976;16.6;0;0;0;0;320;0;0;0;0;0;0;0
GP041;"ikan teri nasi kering
mentah";DABM- 60/64;34.5;144;32.5;0.6;0;0;32.4;1000;1000;3;312;0;0;0;61;0;0;0.1;0;0;0;0
GP042;ikan teri bubuk mentah;DABM- 60/64;15;277;60;2.3;1.8;0;20.9;1209;1225;3;0;0;0;0;90;0;0;0.1;0;0;0;0
GP043;ikan teri kering mentah;DABM- 60/64;37.8;170;33.4;3;0;0;25.8;1200;1500;3.6;0;0;0;0;64;0;0;0.15;0;0;0;0
GP044;ikan teri kering tawar mentah;DABM- 60/64;16.7;331;68.7;4.2;0;0;10.4;2381;1500;23.4;0;0;0;0;61;0;0;0.1;0;0;0;0
GP045;ikan teri tepung mentah;KZGPI- 1990;5.2;347;48.8;6.4;19.6;0;20;4608;1200;18.6;0;0;0;0;61;0;130;1.12;0;0;0;0
GP046;kerang asap mentah;KZGMI-2001;9.3;393;38.9;13.3;29.4;0;9.1;420;410;8.5;160;50;0.6;3.7;0;0;0;0.3;1.7;0.2;0;100
GP047;"kerang dendeng
mentah";KZGPI- 1990;18.3;357;41.1;10;25.6;0;5;217;904;5.2;0;0;0;0;0;0;329;0.27;0;0;0;100
GP048;rebon kering mentah;"DABM-
60/64";21.6;299;59.4;3.6;3.2;0;12.2;2306;625;21.4;0;0;0;0;0;0;0;0.06;0;0;0;0
GP049;rebung laut mentah;KZGMI-2001;18.2;320;7.2;4.2;63.3;0;7.1;240;570;6.6;20;1040;1.5;6.2;917;0;0;0;0;4.9;0;0
GP050;sardines dalam kaleng;DABM- 60/64;47.1;338;21.1;27;1;0;3.8;354;434;3.5;0;0;0;0;76;0;0;0.1;0;0;0;0
GP051;"teripang dendeng
mentah";KZGPI- 1990;12.5;462;39.1;32.4;3.5;0;12.5;499;616;96.4;315;402.5;0;0;2;0;144;1.37;0;5.3;0;100
GP052;udang kering mentah;KZGMI-2001;14.9;278;62.6;4.1;2.2;0;16.2;760;510;5.2;540;360;2.4;3.2;39;0;0;0;0;0.1;0;0
GP053;udang papay mentah;KZGMI-2001;24.5;273;47.8;3.8;12.5;0;11.5;1109;789;2.4;651;802;2.6;10.8;0;0;0;0;0;0;0;0
GP054;abon haruwan;KZGMI-2001;11.6;513;23.7;37;21.3;0;6.4;25;25;0.5;61;15;0;0.2;0;0;0;0;0;0;0;100
GP055;abon ikan;KZGMI-2001;6.4;435;27.2;20.2;36.1;0;10.1;0;0;0;0;0;0;0;0;0;0;0;0.8;24.3;0;100
GP056;betok wadi masakan;KZGMI-2001;69.2;145;16.3;7;4.1;0;3.4;405;523;1.8;69;203;1;1.3;0;0;0;0.22;0;0;0;0
GP057;"bou ninahu ndamate
masakan";KZGMI-2001;79.5;79;6.3;1;1.1;0;2.1;0;0;0;67;0;0;0;691;0;0;0.1;0;0.1;0;0
GP058;"bouiki ninahu
nggaluku masakan";KZGMI-2001;73.9;94;7.8;2.2;10.8;0;5.3;0;0;0;58;179.4;0;1.5;0;0;0;0.5;0.03;2.4;0;0
GP059;cakalang asar (asap);KZGMI-2001;64.3;155;20.1;3.8;10.2;0;1.6;20;240;2.1;90;390;0.3;0.1;86;0;0;0;0.7;0.2;0;0
GP060;"dendeng belut
goreng masakan";KZGPI- 1990;8.2;382;55.7;14.1;8;0;14;1069;654;15.4;0;0;0;0;28;0;1480;0.48;0;0;0;0
GP061;"dendeng mujahir
goreng masakan";KZGPI- 1990;6.5;598;74.3;26.9;9.2;0;13.1;1957;1447;7.4;0;0;0;0;18;0;25;0.19;0;0;0;0
GP062;fillet o-fish;"KZGMS-
1993";51;270;12.3;15.9;19.3;0.2;1.5;239;272;1.8;439;0;0;0;34;0;580;0.59;0;0;0;0
GP063;"gete kuah asam
masakan";KZGMI-2001;80.1;75;8.2;2;6;0;3.8;1620;880;0.8;260;150;0.1;1.5;0;0;0;0;0;0.1;0;0
GP065;"gulai asam keueung
masakan";KZGMI-2001;86;52;10;0.5;1.8;0;1.7;62;102;0.3;332;141;0;1;0;0;0;0.18;0.34;0;0;0
GP064;gulai ikan masakan;"KZGMS-
1993";75.7;106;16.5;3.3;2.5;0;2;306;196;4.8;743;0;0;0;86;0;2760;0.32;0;0;0;0
GP066;"gulai ikan paya
masakan";KZGMI-2001;72.1;148;10;9.8;5;0;3.1;103;82;0.7;525;256;0.1;0.9;0;0;0;0.26;0.02;0;0;0
GP067;"gulai keumamah
masakan";KGZMI-2001;81.4;110;5.9;8.2;3.2;0;1.3;32;96;1;335;121;0.2;0.9;0;0;0;0.33;0.04;0;0;100
GP068;gulai tiram masakan;KZGMI-2001;73.1;132;9;7.2;7.8;0;2.9;53;134;3.7;285;133;1.1;0.7;389;0;0;0.29;0.12;0;0;0
GP069;gurame asem manis masakan;KZGPI- 1990;63.1;192;12.7;10.1;12.7;0;2.4;283;169;1.1;0;0;0;0;19;0;1440;0.1;0;0;0;0
GP070;ikan asar merah masakan;KZGMI-2001;69.2;146;17.7;5.9;5.6;0;1.6;100;240;4;170;310;0.3;1.4;224;0;0;0;0;0;0;0
GP071;jambal goreng masakan;KZGMS- 1993;13.4;286;48.5;9.2;2.3;0;26.6;207;457;3.3;0;0;0;0;109;0;160;0.4;0;3.1;0;0
GP072;"jukku pallu kaloa
masakan";KZGMI-2001;69.4;15;15.2;4.3;8.8;0;2.3;40;170;1.1;605;153;0.6;1.1;0;0;0;0.3;0.14;7.5;0;0
GP073;kaholeo masakan;KZGMI-2001;11.2;413;28.7;19.8;29.8;0;10.5;909;1291;0;0;1171;0.1;3.1;4236;0;0;1.34;0.03;5.7;0;0
GP074;lawara penjah;KZGMI-2001;64.5;207;7.4;15.4;9.6;0;2.9;114;219;5.9;683;117;0.5;0.7;0;38;0;0.19;0.04;0;14;100
GP075;model masakan;KZGMI-2001;83.9;79;2.2;4;8.6;0;1.3;8;33;0.8;147;34;0.1;0.5;0;0;0;0.16;0.02;0;0;0
GP076;"mujahir acar kuning
masakan";KZGPI- 1990;43.1;330;17.8;23.4;12.1;1.1;4.6;154;357;5.3;0;0;0;0;24;0;4130;0.15;0;0;0;0
GP077;"parede baleh
masakan";KZGMI-2001;80;87;10.5;2.5;5.5;0;1.5;35;215;0.9;416;59;0.1;0.2;0;0;0;0.24;0;0.7;0;0
GP078;"pempek adaan
masakan";KZGMI-2001;62.6;162;4.9;3;27.8;0;1.7;26;116;1;488;119;0.1;0.2;0;0;0;0.3;0.03;1;0;0
GP079;"pempek belida
masakan";KZGPI- 1990;61.4;156;4.2;1.4;31.6;0.2;1.4;100;55;3.3;0;0;0;0;0;0;0;0.03;0;0;0;0
GP080;"pempek kapal selam
masakan";KZGMI-2001;63.4;152;4.5;2.3;28.2;0;1.6;19;115;1.6;628;91;0.1;0.2;0;0;0;0.2;0.03;1;0;0
GP081;"pempek kelesan
masakan";KZGPI- 1990;53;211;12.3;6.1;26.6;0.4;2;840;176;1.8;0;0;0;0;14;0;888;0.25;0;0;0;0
GP082;"pempek kulit
masakan";KZGMI-2001;45.7;243;5.2;7.3;39.1;0;2.7;16;96;2;555;102;0.1;0.6;0;0;0;0.2;0.02;0.9;0;0
GP083;"pempek telur
masakan";KZGMI-2001;62.4;156;4.7;2.7;28.3;0;1.9;13;83;1.3;448;48;0.1;0.6;0;0;0;0.2;0.05;1.1;0;0
GP084;"pempek tenggiri
masakan";KZGPI- 1990;56.3;173;7.2;1.2;33.4;0.2;1.9;164;80;3.1;0;0;0;0;0;0;0;0.02;0;0;0;0
GP085;pencok lele masakan;KZGPI- 1990;47.5;372;7.8;36.3;3.5;0;4.9;289;295;5.3;0;0;0;0;64;0;"12070.
0";0.12;0;0;0;0
GP086;pinda;KZGMI-2001;71;107;15.9;0.6;0.4;0;3.1;375;336;1.9;526;330;0.2;1;896;0;0;0.89;0.05;0.5;0;0
GP087;"pindang kenari
masakan";KZGMI-2001;80.1;124;9.5;9.6;0;0;2.8;120;220;1.3;370;270;0.3;1.2;18;381;0;0;0;0.1;0;0
GP088;"saboko gurita
masakan";KZGMI-2001;76.2;87;15.7;1.5;2.6;0;4.1;60;14;2.1;200;180;0.9;4;38;0;0;0;0;0;0;0
GP089;"saboko saltan
masakan";KZGMI-2001;76;113;17.1;3.6;3;0;0.3;240;60;0.5;40;350;0.2;0.6;27;0;0;0;0;0.1;0;0
GP090;"saboko sardin
masakan";KZGMI-2001;70;110;12.9;4.3;4.9;0;7.9;220;520;6;200;280;0.2;3.9;37;0;0;0;0;0;0;0
GP091;sate bandeng;BKP;47.1;283;12.1;16.8;20.9;2;3.1;118;186;1.2;543;199;0.2;0.9;0;2;0;0.02;0.02;0;0;824
GP092;sepi masakan;KZGMI-2001;66.1;88;7.9;1.6;10.6;0;13.8;924;350;2.3;873;258;1;1.1;783;0;0;0;0;0;0;0
GP093;tekwan masakan;KZGMI-2001;86.7;53;1.9;0.9;9.4;0;1.1;9;41;1;174;42;0;0;99;0;0;0.1;0.02;0.4;0;0
GP094;teri belado masakan;KZGPI- 1990;25.8;365;23.7;22.3;17.5;0;10.9;869;348;4;0;0;0;0;27;0;1567;0.13;0;0;0;0
GP095;"tumis bandeng
masakan";KZGMI-2001;70.5;189;11.3;15.7;0.6;0;1.9;56;129;0.4;314;280;0.1;0.7;579;0;0;0.46;0.02;0;0;0
HR001;tumis keumamah;KGZMI-2001;45.7;300;14.5;20;15.5;4.5;4.3;0;0;0;0;0;0;0;0;8;0;0.63;0.04;0;7;100
HR002;"telur ayam kampung
segar";KZGMI-2001;73.1;174;10.8;14;1.2;0;0.9;68;268;4.9;190;141;0.6;1.5;203;23;125;0.78;0.62;0.2;0;87
HR003;telur ayam ras segar;KZGPI-1990;74.3;154;12.4;10.8;0.7;0;0.8;86;258;3;142;118.5;0.16;1;61;22;104;0.12;0.38;0.2;0;89
HR004;telur ayam ras bagian kuning segar;DABM-1964;49.4;355;16.3;31.9;0.7;0;1.7;147;586;7.2;111;107.5;0.2;2.5;606;63;0;0.27;0.51;0.2;0;100
HR005;telur aayam ras bagian putih segar;DABM-1964;87.8;50;10.8;0;0.8;0;0.6;6;17;0.2;164;138.5;0.03;0.4;0;0;0;0;0.26;0.4;0;100
HR006;"telur bebek alabio
segar";KZGMI-2001;70;187;11.8;14.2;3;0;1;60;268;6;115;80;0.6;1.7;180;437;0;1.55;0.37;0.1;0;90
HR007;telur bebek bagian kuning segar;DABM-1964;47;386;17;35;0.8;0;0.2;150;400;7;106;90.7;0.09;2.5;870;747;0;0.6;0.68;1.4;0;100
HR008;telur bebek bagian putih segar;DABM-1964;88;54;11;0;0.8;0;0.2;21;20;0.1;184;150.2;0.13;0.1;0;0;0;0.01;0.02;0.1;0;100
HR009;"telur bebek tambak
segar";KZGMI-2001;67.7;187;10.9;12.4;7.9;0;1.1;64;295;5.4;209;146;0.4;1.8;378;471;375;1.62;0.03;0.1;0;90
HR010;"telur burung maleo
segar";KZGMI-2001;36;436;26.5;36.3;0.4;0;0.8;154;120;4.3;77;333;0.4;2.9;3987;0;0;0;1;0.2;0;0
HR011;telur penyu segar;KZGMI-2001;7.4;136;8.6;10.1;2.7;0;1.2;66;282;3.4;478;115;0.5;1.4;82;17;0;0.21;0.02;0;0;90
HP001;telur burung puyuh segar;FCTEA-1972;79.8;116;10.7;7;1.6;0;0.9;65;191;3.5;111;11;0.05;1.2;95;80;0;0.13;0.65;0.1;0;100
HP002;"telur ayam dadar
masakan";KZGPI-1990;61.9;251;16.3;19.4;1.4;0;1;62;250;2.5;0;0;0;0;36;0;221;0.21;0;0;0;100
HP003;"telur bebek asin
mentah";DABM- 60/64;66.5;179;13.6;13.3;4.4;0;2.2;120;157;1.8;483;140.1;0;0;253;13;0;0.28;0.98;0.6;0;83
HP004;"telur bebek dadar
masakan";KZGPI-1990;55.1;301;20;23.7;0;0;1.2;71;600;9.2;0;0;0;0;122;0;613;0.35;0;0;0;100
HP005;"ikan telur asin
mentah";KZGMI-2001;37.8;358;20.7;26.4;9.4;0;5.7;48;311;15.1;2684;59;0.4;3;1866;0;0;0.21;0.54;2.1;0;100
HP006;"bayau mi balu
masakan";KGZMI-2001;36.1;313;6;12.2;44.8;0;0.9;0;0;0;0;0;0;0;783;89;0;0.14;0.27;9.7;0;100
HP007;"cucuru bayau
masakan";KGZMI-2001;35;349;6.8;18.7;38.3;0;1.2;0;0;0;0;0;0;0;0;123;0;0.06;0.25;0;0;100
JR001;kalio telur masakan;KZGMS-1993;79;193;10.6;12.4;9.7;0;1.4;148;246;3.8;540;0;0;0;160;0;3600;0.44;0;0;0;100
JR002;"kepala susu - krim
segar";DABM-1964;72.5;204;2.6;20;4;0;0.9;97;77;0.1;0;0;0;0;252;191;0;0.03;0.2;0.1;1;100
JR003;susu ibu - asi;FCTEA-1972;88.1;62;1.5;3.2;7;0;0.2;34;20;0.2;15;41;0.01;0.4;0;7;0;0.01;0.03;0.2;0;100
JR004;susu kambing segar;DABM-1964;85.9;64;4.3;2.3;6.6;0;0.9;98;78;2.7;35;160;0.33;0.1;38;0;0;0.06;0.45;0.3;1;100
JR005;susu kerbau segar;DABM-1964;73.8;160;6.3;12;7.1;0;0.8;216;101;0.2;82;0;0;0.3;24;0;0;0.04;0.07;0;1;100
JR006;susu kuda segar;FCTEA-1972;91;40;2;1.1;5.4;0;0.4;0;0;0;0;37.4;0;0;0;1;0;0;0.2;0.2;0;100
JP001;susu sapi segar;DABM-1964;88.3;61;3.2;3.5;4.3;0;0.7;143;60;1.7;36;149;0.02;0.3;39;12;0;0.03;0.18;0.2;1;100
JP002;es krim;DABM-1964;62.1;210;4;12.5;20.6;0;0.8;123;99;0.1;78;193.4;0;0.7;158;0;0;0.04;0.23;0.1;1;100
JP003;hangop;DABM-1964;84;65;10;1;3.5;0;1.5;180;190;0.2;126;374.4;0;0;0;22;0;0.03;0.43;0.2;0;100
JP004;keju;DABM-1964;38.5;326;22.8;20.3;13.1;0;5.3;777;338;1.5;1410;82.7;0.03;3.1;227;128;0;0.01;0.37;0.1;1;100
JP005;kwark (quark);DABM-1964;59;242;19;17;3;0;2;300;350;0.5;37;72.7;0.01;0.2;173;0;0;0.03;0.38;0;0;100
JP006;"susu asam untuk bayi
bubuk";DABM-1964;2.5;418;19;9;65.5;0;4;800;600;7;188;486.5;0;0;303;83;0;1;1.31;0.7;30;100
JP007;susu bubuk;DABM-1964;3.5;513;24.6;30;36.2;0;5.7;904;694;0.6;380;1330;0.02;4.1;476;118;0;0.29;1.39;1.6;6;100
JP008;susu kental manis;DABM-1964;25;343;8.2;10;55;0;1.8;275;209;0.2;150;320;0.02;1;155;46;0;0.05;0.43;0.4;1;100
JP009;susu kental tak manis;DABM-1964;73.7;138;7;7.9;9.9;0;1.5;243;195;0.2;140;303;0;0;121;0;0;0.05;0;0;1;100
JP010;susu skim bubuk;DABM-1964;3.5;359;35.6;1;52;0;7.9;1300;1030;0.6;470;1745;0.04;4.1;0;10;0;0.35;1.05;1.2;7;100
JP011;susu skim segar;DABM-1964;90.5;36;3.5;0.1;5.1;0;0.8;123;97;0.1;38;0;0;0;0;0;0;0.04;0;0;1;100
KR001;yoghurt segar;DABM-1964;88;52;3.3;2.5;4;0;2.2;120;90;0.1;40;299;0.01;0.6;22;10;0;0.04;0.1;0.2;0;100
KR002;"kelapa setengah tua
daging segar";DABM-1964;70;180;4;15;10;2.4;1;8;55;1.3;4;317.7;0.3;2.9;0;0;10;0.1;0.01;0.1;4;53
KR003;"kelapa tua daging
segar";DABM-1964;46.9;359;3.4;34.7;14;4.7;1;21;98;2;3;293.9;0.4;1.1;0;0;0;0.1;0;0;2;53
KR004;lemak babi (lard);DABM-1964;0;902;0;100;0;0;0;0;0;0;0;0;9;0.1;0;0;0;0;0;0;0;100
KR005;lemak babi (bacon);DABM-1964;20;626;9.1;65;1.1;0;4.8;13;108;0.8;0;0;0;0.9;0;0;0;0.4;0;0;0;100
KR006;lemak ikan;KZGMI-2001;43.3;372;12;29.4;14.4;0;0.3;20;230;32.7;60;52;0.4;1.1;0;0;0;0.5;0.13;0;0;100
KR007;lemak kerbau (lemak sapi);DABM-1964;5;818;1.5;90;0;0;3.5;0;0;0;29;25.8;0;0;0;283;0;0;0;0.7;0;100
KR008;minyak hiu hati;DABM-1964;0;902;0;100;0;0;0;0;0;0;0;0;0;0;21212;0;0;0;0;0;0;100
KR009;minyak ikan;DABM-1964;0;902;0;100;0;0;0;0;0;0;0;0;0;0;24242;0;0;0;0;0;0;100
KR010;minyak kacang tanah;DABM-1964;0;902;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
KR011;minyak kedelai;FCTEA-1972;0.1;883;0;99.9;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;100
KR012;minyak kelapa;DABM-1964;0;870;1;98;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
KR013;minyak kelapa sawit;DABM-1964;0;884;0;100;0;0;0;0;0;0;0;0;0;0;0;18181;0;0;0;0;0;100
KR014;minyak wijen;FCTEA-1972;0.1;881;0.2;99.7;0;0;0;10;5;0.1;2;20;0;0;0;0;0;0;0.07;0.1;0;100
KP001;minyak zaitun;DABM- 1964;0;884;0;100;0;0;0;14;0;1.2;7;0;0;0;0;0;0;0;0;5;0;100
KP002;margarin;DABM-1964;15.5;720;0.6;81;0.4;0;2.5;20;16;0;760;25.9;0;0;606;633;0;0;0;0;0;100
KP003;mentega;DABM- 1964;16;742;0.5;81.6;1.4;0;1.9;15;16;1.1;653;103;0;0.4;1000;155;0;0;0.1;0;0;100
KP004;santan (dengan air);DABM-1964;80;122;2;10;7.6;1.4;0.4;25;30;0.1;9;162.4;0.2;0.4;0;0;0;0;0;0.5;2;100
MP001;santan murni;DABM-1964;54.9;324;4.2;34.3;5.6;0;1;14;45;1.9;18;514.1;0.4;0.9;0;0;0;0;0;0.5;2;100
MP002;coklat manis batang;DABM- 1964;1.4;527;2;29.8;62.7;6.5;4.1;63;287;2.8;6;499.5;0;0;0;0;30;0.03;0.02;0;0;100
MP003;coklat pahitbatang;DABM- 1964;2.3;615;5.5;42.6;29.2;10.8;10.1;98;446;4.4;20;708.3;1.7;3.3;0;2;60;0.05;0.08;1;0;100
MP004;coklat susu batang;DABM- 1964;1;565;9;35;53.6;3.4;1.4;200;200;2;100;405.5;0.49;2.3;0;54;30;0.08;0.45;0.5;0;100
MP005;coklat bubuk;DABM- 1964;3.9;311;8;4;48.9;32.6;15.4;125;715;11.6;0;0;0;0;0;0;30;0.12;0;0.6;0;0
MP006;gula aren;DABM- 1964;7;368;0;0;92;0;1;75;35;3;15;390.4;0.04;"26.
4";0;0;0;0;0.01;0.5;0;100
MP007;gula kelapa;DABM- 1964;10;386;3;10;76;0;1;76;37;2.6;2;0;0;0;0;0;0;0;0.34;0.5;0;100
MP008;gula putih;DABM- 1964;5.4;394;0;0;94;0;0.6;5;1;0.1;1;4.75;0;0;0;0;0;0;0;0;0;100
MP009;jam selai;DABM- 1964;34;239;0.5;0.6;64.5;1;0.4;20;20;1;30;73.1;0.09;0;0;0;0;0.01;0.07;0;0;100
MP010;kopi bubuk instant;FCTEA-1972;2.6;129;12.3;0.5;35;0;9.7;179;383;5.6;72;3256;0.14;0;0;0;0;0;0.21;"30.
6";0;100
MP011;madu;DABM- 1964;20;294;0.3;0;79.5;0.2;0.2;5;16;0.9;6;26.9;0.04;0.2;0;0;0;0;0.04;0.1;4;100
MP012;markisa squash;KZGMI-2001;46.7;217;2.5;1;49.6;0;0.2;6;83;0.6;14;65;0;0.1;0;23;75;0.07;0.02;0;14;0
MP013;markisa squash bd;KZGMI-2001;74.4;104;1.2;0.5;23.7;0;0.2;1;88;0.5;40;40;0;0.1;0;7;40;0.2;0.02;0;12;0
MP014;melase;DABM- 1964;21.2;276;0;0.1;71;0;7.7;6;83;0.6;14;0;0;0.3;0;0;0;0.04;0;0;0;100
MP015;sirup;DABM- 1964;44;213;0;0;55;0;1;0;0;0;3;4.2;0;0;0;0;0;0;0;0;0;100
MP016;sirup pirous;KZGMI-2001;43.3;228;0.2;0.4;55.9;0;0.2;470;93;29.5;3;4.2;0;0;0;0;0;0;0;0;8;0
MP017;teh hijau daun kering;FCTEA-1972;7.7;300;28.3;4.8;53.6;9.6;5.6;245;415;18.9;60;5873.9;0.5;0;0;8400;0;0.38;1.24;4.6;"23
0";100
MP018;teh hitam daun kering;FCTEA-1972;8;293;24.5;2.8;58.8;8.7;5.9;327;313;24.3;50;5854.8;0;0;0;2700;0;0.07;0.8;7.6;9;100
NR001;"teh melati daun
kering";FCTEA-1972;8.1;299;24.1;3.5;59;9.7;5.3;320;185;31.6;70;5848.4;0.53;0;0;8400;0;0.07;0.79;7.3;85;100
NR002;"asam arang coklat
segar";KZGPI- 1990;66.1;130;0.5;1.1;30.9;1.5;1.4;79;113;4.3;13;0;0;0;0;745;0;0.01;0.2;0;0;0
NR003;"asam arang merah
segar";KZGPI- 1990;75.9;99;0.8;1.6;20.3;2.8;1.4;69;300;4.6;2;96;0;0.1;0;529;0;0.01;0.34;1.6;0;0
NR004;asan kandis kering;KZGPI- 1990;32.2;261;0.9;1.6;63.3;5;2;192;657;4.4;26;341;0.4;0.3;0;0;0;0;0;0.4;0;100
NR005;asam kandis segar;KZGPI- 1990;81.5;75;0.2;1.1;16.1;3.4;1.1;63;139;2.5;93;93;0.1;0.1;0;41;0;0.01;0;0.1;0;0
NR006;"asam masak pohon
segar";DABM-1964;31.4;267;2.8;0.6;62.5;1.2;2.7;74;113;0.6;9;139;0.09;0.1;0;9;30;0.34;0.04;0.7;2;48
NR007;asam payak segar;KZGPI- 1990;65.1;135;0.8;0.4;32.1;10;1.6;60;39;5.7;0;0;0;0;0;0;0;0;0;0;0;0
NR008;bawang merah segar;DABM-1964;88;46;1.5;0.3;9.2;1.7;1;36;40;0.8;7;179;0.06;0.2;0;2;0;0.03;0.04;0.2;2;90
NR009;bawang putih segar;DABM-1964;71;112;4.5;0.2;23.1;0.6;1.8;42;134;1;46;666;0.09;0.4;0;0;0;0.22;0.07;0.3;15;88
NR010;boros kunci segar;DABM-1964;90;40;1;0.8;7.2;1;1;50;50;2;33;480;0.02;0.3;0;0;5000;0.08;0.68;1.7;50;80
NR011;"boros laja (lengkuas)
segar";DABM-1964;93;26;1;0.3;4.7;1.1;1;50;50;2;24;137;0.07;0.3;0;5;5000;0.08;0.06;0.3;50;80
NR012;"cabai gembor merah
segar";KZGPI- 1990;90.8;38;1.6;0.8;6.3;1.6;0.6;49;41;1.1;7;275;0.12;0.2;0;5897;3240;0.21;0.12;0;16;89
NR013;cabai hijau segar;DABM-1964;93.4;26;0.7;0.3;5.2;2.6;0.4;14;23;0.4;7;151;0.08;0.2;0;44;260;0.05;0.06;0.4;84;82
NR014;cabai merah kering;DABM-1964;10;367;15.9;6.2;61.8;26.9;6.1;160;370;2.3;25;181.5;1.2;1.8;0;"1095
5";576;0.4;1.36;4.4;50;85
NR015;cabai merah segar;DABM-1964;90.9;36;1;0.3;7.3;1.4;0.5;29;24;0.5;23;272.4;0.12;0.2;0;5833;470;0.05;0.09;3;18;85
NR016;cabai rawit segar;DABM-1964;71.2;120;4.7;2.4;19.9;15.2;1.8;45;85;2.5;34;706.2;0.29;0.6;0;1694;"1105
0";0.24;0.09;1.7;70;85
NR017;cengkeh kering;DABM-1964;23.3;330;5.2;8.9;57.4;10;5.2;740;100;4.9;282;961;0.3;0;0;265;0;"200.
00";0;0;0;100
NR018;daun salam bubuk;FCTEA-1972;13.1;301;14.2;10.9;49;9.4;12.8;86;250;44.1;180;619;1.31;0.7;0;5400;0;0.1;0.32;5;0;100
NR019;jahe segar;DABM-1964;55;51;1.5;1;10.1;12;1.2;21;39;1.6;12;441.7;0.48;0.7;0;0;9;0.02;0.17;3.3;4;97
NR020;kemiri;DABM-1964;7;675;19;63;8;3;3;80;200;2;25;430.7;0.23;0.8;0;0;0;0.06;0.06;0.4;0;100
NR021;ketumbar kering;DABM-1964;11.2;418;14.1;16.1;54.2;12.3;4.4;630;370;17.9;91;1787;0.95;4.6;0;75;1570;0.2;0.35;1.8;0;100
NR022;kluwek;DABM-1964;51;310;10;24;13.5;0;1.5;40;100;2;0;0;0;0;0;0;0;0.15;0;0;30;80
NR023;kunyit segar;DABM-1964;84.9;69;2;2.7;9.1;0.6;1.3;24;78;3.3;6;406.7;0.05;0.4;0;12;0;0.03;0.02;0.4;1;78
NR024;merica kering;DABM-1964;12.9;365;11.5;6.8;64.4;1;4.4;460;200;16.4;4;99.7;0.89;1.1;0;0;0;0.2;0.1;2.5;0;100
